Address;Zipcode;Latitude;Longitude;Price;Date;Rooms;Bathrooms;Surface;Floor;Elevator;Air_Conditioner;Heater;Parking;Balcony;Terrace;Swimming_Pool
Calle de Viñegra Latina;28047;40.402237;-3.739189;295000;2023-07-07;3;2;81;6;1;1;1;0;1;0;0
Calle de Tinamús Carabanchel;28019;40.38883;-3.7227776;225000;2023-07-03;3;2;86;11;1;0;0;0;0;1;0
Avenida de Ramón y Cajal Chamartín;28016;40.452263;-3.6669056;800000;2023-06-30;4;3;164;10;1;0;1;0;1;1;0
Calle de Miguel de la Iglesia Ciudad Lineal;28027;40.440704;-3.6446996;255000;2023-06-29;3;1;84;8;1;1;1;0;1;1;0
Calle de Tribaldos Hortaleza;28043;40.467205;-3.63331;319000;2023-06-27;3;1;86;7;1;1;1;0;1;1;0
Lope de Rueda Barrio de Salamanca;28009;40.423214;-3.67736;450000;2023-07-12;2;2;71;7;1;1;1;0;0;0;0
C. Sánchez Díaz Ciudad Lineal;28027;40.441456;-3.6389456;460000;2023-07-11;2;2;106;6;1;1;1;0;0;0;0
Calle de Modesto Lafuente Chamberí;28010;40.436066;-3.6966429;1050000;2023-07-11;3;2;105;7;1;1;1;0;0;0;0
Calle Illescas Latina;28024;40.39607;-3.765326;210000;2023-06-13;3;1;77;16;1;1;1;1;0;0;0
Av. de Machupichu Hortaleza;28043;40.45904;-3.6261075;540000;2023-07-11;2;2;107;8;1;1;1;0;0;0;0
Calle de Sánchez Pacheco 47  Chamartín;28002;40.44748;-3.67318;199000;2023-06-06;2;1;43;0;1;1;1;0;0;0;0
C. de Orense Tetuán;28020;40.453598;-3.6944256;870000;2023-07-11;4;3;175;11;1;0;1;0;1;1;0
Calle de la Villa de Marín Fuencarral - El Pardo;28029;40.47642;-3.699543;480000;2023-03-20;5;2;170;14;1;0;1;0;0;1;0
Calle de Zurita Centro;28012;40.408855;-3.7000585;385000;2023-07-07;3;1;80;9;1;0;1;0;1;0;0
Plaza de Villafranca de Los Barros Fuencarral - El Pardo;28034;40.481434;-3.7117393;360000;2023-06-22;4;2;102;11;1;0;1;0;0;1;0
Calle Valcarlos Fuencarral - El Pardo;28050;40.499187;-3.6727526;395000;2023-06-29;2;2;80;6;1;1;1;0;0;0;0
Calle de Santiago de Compostela Fuencarral - El Pardo;28035;40.47875;-3.7178345;310000;2023-06-26;2;1;75;11;1;0;1;0;0;0;0
Calle de Dulce Chacón 17 Hortaleza;28050;40.48519;-3.66692;201000;2023-06-18;1;1;52;6;1;0;1;0;0;0;0
C. de Embajadores 190  Arganzuela;28045;40.39282;-3.69428;147000;2023-05-01;2;1;45;0;0;0;1;0;0;1;0
Calle del Puerto de Maspalomas 6 Fuencarral - El Pardo;28029;40.47793;-3.71374;254020;2023-05-22;2;1;64;16;1;0;1;0;1;0;0
Calle del Hermano Gárate Tetuán;28020;40.45913;-3.696144;550000;2023-06-30;2;1;77;12;1;1;0;1;0;0;0
José Ortega y Gasset Barrio de Salamanca;28006;40.43026;-3.6777883;750000;2023-07-11;2;3;92;6;1;0;1;0;0;0;0
Calle de Salasierra Usera;28026;40.387;-3.711545;172000;2023-07-10;3;1;90;6;0;0;1;0;0;0;0
Calle de Sincelejo Hortaleza;28033;40.47426;-3.6362574;230000;2023-06-30;2;1;70;6;0;0;1;0;1;1;0
Calle de Antonio López Usera;28026;40.384647;-3.6964161;570000;2023-06-26;4;2;176;7;1;1;1;1;1;1;1
Edgar Neville Tetuán;28020;40.448376;-3.697116;1100000;2023-06-12;5;3;282;8;1;1;1;0;0;1;0
Calle de Los Electricistas San Blas;28037;40.42705;-3.613829;140000;2023-06-23;2;1;54;3;0;1;1;0;0;0;0
Calle de Luchana Chamberí;28010;40.42986;-3.7014523;790000;2023-07-12;2;2;97;6;1;1;1;0;1;0;0
C/ de Ilustración Moncloa - Aravaca;28008;40.42128;-3.7170289;350000;2023-07-11;1;1;76;3;0;1;1;0;1;0;0
Calle de la Trefilería San Blas;28037;40.425457;-3.6235123;129000;2023-06-20;1;1;60;3;0;1;1;0;0;0;0
Calle Guipúzcoa Tetuán;28020;40.447693;-3.7026925;360000;2023-06-19;3;1;81;6;1;1;0;0;0;0;0
Plaza del Ángel Centro;28012;40.414455;-3.7026608;600000;2023-06-09;4;2;117;8;1;0;0;0;1;0;0
Calle de San Romualdo San Blas;28037;40.434444;-3.6192384;385000;2023-05-10;2;2;97;6;1;1;1;1;0;0;1
Calle de Riocabado 13 Latina;28047;40.40322;-3.73934;249000;2023-07-02;3;1;70;0;0;0;1;0;0;1;0
Calle de Clara del Rey Chamartín;28002;40.443455;-3.6686914;342000;2023-05-09;1;1;65;12;1;1;1;0;0;0;0
Calle de Yécora San Blas;28022;40.442608;-3.5762436;268000;2023-05-02;1;1;82;9;1;1;1;1;0;0;1
Calle de Los Nogales Arganzuela;28005;40.40258;-3.7089088;1200000;2023-06-22;2;3;197;7;1;1;1;1;0;0;1
Calle de Sierra de Filabres Puente de Vallecas;28038;40.397346;-3.6639209;103000;2023-07-04;2;1;48;6;0;1;0;0;0;0;0
Pepion Carabanchel;28054;40.37112;-3.7391527;269900;2023-06-23;2;2;96;6;1;1;1;0;0;0;0
Calle de Luisa Fernanda Moncloa - Aravaca;28008;40.42591;-3.7148757;544000;2023-07-12;2;1;69;0;1;0;1;0;0;1;0
Las Aguilas Latina;28044;40.38275;-3.7782238;178000;2023-06-14;2;1;61;10;1;0;1;0;0;1;0
Calle de Zurita Centro;28012;40.409225;-3.6994503;235000;2023-06-16;2;1;65;3;0;1;0;0;0;0;0
Francisco Silvela Chamartín;28002;40.439075;-3.6798494;799000;2023-05-19;3;2;120;6;1;1;1;0;0;0;0
Calle del General Millán Astray Latina;28044;40.37938;-3.7668712;179000;2023-06-09;2;1;66;10;1;1;0;0;0;1;0
De Brasil Tetuán;28020;40.456978;-3.6933227;1395000;2023-07-12;6;5;261;7;1;1;0;0;0;1;0
Calle de Bretón de Los Herreros Chamberí;28003;40.439434;-3.7005913;435000;2023-07-11;2;1;66;9;1;0;1;0;0;0;0
Retiro;28007;40.408447;-3.6750968;505000;2023-05-25;2;1;123;10;1;0;1;0;0;0;0
Calle Gran Vía Centro;28013;40.420338;-3.7024078;1350000;2023-07-01;2;2;137;7;1;1;1;0;0;1;0
Calle de Santiago Rusiñol Moncloa - Aravaca;28040;40.447067;-3.716637;975000;2023-06-15;3;3;286;8;1;1;0;1;0;1;0
C. de Joaquín Costa Chamartín;28002;40.446564;-3.6886313;585000;2023-07-12;1;2;168;3;1;0;1;0;0;0;0
Paseo del Marqués de Monistrol Latina;28011;40.415474;-3.7239826;760000;2023-07-05;6;3;192;9;1;1;1;1;0;1;0
C. de Rufino González San Blas;28037;40.435238;-3.6247973;540000;2023-07-12;3;2;141;0;1;1;1;0;0;1;0
Plaza de la Marina Española Centro;28013;40.420586;-3.7124808;850000;2023-06-08;2;2;137;0;1;0;1;0;1;0;0
C. de la Encomienda 9  Centro;28012;40.41076;-3.70546;659900;2023-06-23;3;2;184;7;0;0;1;0;1;0;0
Calle Bolívar Arganzuela;28045;40.39188;-3.691899;575000;2023-06-14;2;2;92;10;1;1;1;1;0;1;1
Calle Fermín Caballero Fuencarral - El Pardo;28035;40.478073;-3.7209146;425000;2023-06-29;3;2;107;9;1;1;1;0;0;1;0
Abeto Moncloa - Aravaca;28023;40.4659;-3.7886503;1540000;2023-06-14;4;3;270;0;1;1;1;0;1;1;1
C. de Boldano 39  Ciudad Lineal;28027;40.43985;-3.64294;155000;2023-06-26;2;1;49;9;0;1;1;0;0;0;0
Calle del Calcio Villaverde;28021;40.349583;-3.6782868;244999;2023-06-27;3;2;86;12;1;0;1;1;0;0;0
Calle del Calcio Villaverde;28021;40.349556;-3.6784477;199999;2023-06-27;2;1;64;11;1;0;1;1;0;0;0
Carabanchel;28044;40.372482;-3.754615;220000;2023-05-11;3;1;93;8;1;0;1;0;0;1;0
Calle de Fernández de Los Ríos Chamberí;28015;40.435436;-3.7129016;470000;2023-03-23;3;1;69;8;1;1;0;0;1;0;0
Calle Comandante Benítez Arganzuela;28045;40.397923;-3.6991656;435000;2023-06-19;3;2;86;16;1;1;1;0;0;1;0
Carretera de Canillas Hortaleza;28043;40.463623;-3.6459048;235000;2023-07-03;3;1;65;8;1;0;1;1;1;1;0
Calle de Zaldívar San Blas;28037;40.430153;-3.6251101;168000;2023-06-20;2;1;48;8;1;1;1;0;0;0;0
Barrio de Salamanca;28028;40.440815;-3.6614454;495000;2023-07-11;3;2;132;4;1;0;1;0;0;0;0
Fernandez de la Hoz Chamberí;28010;40.436447;-3.6946077;545000;2023-06-23;2;1;104;11;1;1;1;0;0;0;0
Paseo de San Francisco de Sales Chamberí;28003;40.441975;-3.7129328;995000;2023-06-22;5;3;223;8;1;1;1;0;0;1;0
Arganzuela;28045;40.3982;-3.7014725;355000;2023-07-12;2;1;76;9;1;0;1;0;0;1;0
Calle de Velarde Centro;28004;40.426765;-3.7021923;650000;2023-06-16;1;2;120;8;1;1;1;0;0;0;0
Jose Arcones Gil Ciudad Lineal;28017;40.4311;-3.6364126;180000;2023-06-15;2;1;67;10;1;1;1;0;0;0;0
Calle Allariz 6  Carabanchel;28044;40.36758;-3.75398;115000;2023-06-15;2;1;33;0;0;1;1;0;0;0;0
Tr.ª Enrique Velasco 12  Puente de Vallecas;28038;40.39671;-3.6622;155000;2023-06-09;3;1;69;0;0;0;1;0;0;1;0
Avenida Cerro de Los Ángeles Usera;28026;40.376717;-3.711104;148000;2023-06-02;2;1;58;3;1;1;1;0;0;0;0
Conde de Xiquena Centro;28004;40.422657;-3.6939359;930000;2023-05-25;2;2;98;8;1;1;1;1;0;1;0
Calle de Maudes Chamberí;28003;40.445087;-3.6995409;720000;2023-07-06;5;5;145;6;1;1;1;0;0;0;0
Ciudad Lineal;28043;40.45168;-3.6537805;1145000;2023-04-19;7;5;265;8;1;1;0;1;0;1;0
Calle de Federico Moreno Torroba Retiro;28007;40.406384;-3.6679826;549000;2023-04-17;4;2;133;18;1;1;1;0;0;0;1
Gutenberg Retiro;28014;40.405113;-3.6813073;455000;2023-03-08;3;2;105;0;1;1;1;0;1;0;0
Calle Hilarión Eslava Chamberí;28015;40.43484;-3.7169676;990000;2023-03-21;4;2;150;16;1;0;1;1;1;1;0
Latina;28024;40.392155;-3.782319;299000;2023-02-28;4;4;98;3;0;1;1;0;0;0;0
Calle de Simancas Tetuán;28029;40.466415;-3.6926465;580000;2023-03-20;4;2;129;8;1;0;0;1;0;0;0
Julian del Cerro 6 Puente de Vallecas;28038;40.40415;-3.6621587;165000;2023-07-12;1;1;36;3;1;0;1;0;0;0;0
Julian del Cerro 6 Puente de Vallecas;28038;40.40415;-3.6621587;240000;2023-07-11;2;2;61;3;1;0;1;0;1;1;0
De Preciados Centro;28013;40.419693;-3.7064998;425000;2023-03-08;2;1;49;10;1;1;1;0;0;0;0
Barajas;28042;40.45329;-3.586056;625000;2023-07-11;3;2;190;3;1;1;1;0;0;1;0
Calle de María de Molina Chamartín;28006;40.438164;-3.6895206;2500000;2023-01-30;4;5;307;8;1;1;1;0;0;1;0
Calle de Ruiz Chamberí;28010;40.42989;-3.7036314;820000;2022-05-28;3;3;130;6;1;1;1;0;0;0;0
Chamberí;28003;40.440598;-3.7120912;1250000;2023-07-06;6;4;298;7;1;0;1;0;1;0;0
Fuencarral - El Pardo;28034;40.499413;-3.708095;850000;2023-07-05;4;4;200;9;1;1;1;1;0;1;0
Calle de Zabaleta Chamartín;28002;40.441032;-3.6748707;380000;2023-06-30;2;1;68;7;1;0;0;0;0;0;0
Calle de la Bola Centro;28013;40.420303;-3.710261;700000;2023-06-30;2;2;130;7;1;1;1;0;1;0;1
San Blas;28022;40.420616;-3.5998554;475000;2023-06-30;3;2;177;6;1;1;1;1;0;1;0
Fuencarral - El Pardo;28035;40.48758;-3.7232704;395000;2023-06-30;4;2;117;6;1;1;1;0;0;1;0
Centro;28004;40.426495;-3.7024307;575000;2023-07-12;1;2;101;7;0;1;1;0;1;0;0
Centro;28012;40.419456;-3.7001677;0;2023-07-12;4;5;235;10;1;1;1;0;0;0;0
Calle Ferrer del Rio 10 Barrio de Salamanca;28028;40.433895;-3.672396;498000;2023-06-06;3;1;79;9;1;0;0;0;0;0;0
Ciudad Lineal;28017;40.429893;-3.6566148;398000;2023-06-06;4;1;121;9;1;0;1;0;0;0;0
Calle de Joaquín Lorenzo Fuencarral - El Pardo;28035;40.473694;-3.7241828;320000;2023-06-12;1;2;77;3;1;1;1;1;0;1;0
Calle de Juanelo Centro;28012;40.41133;-3.7051992;334000;2023-06-12;2;1;72;8;1;1;1;0;0;0;0
Moncloa - Aravaca;28023;40.473072;-3.7855272;1280000;2023-07-08;5;3;270;7;1;1;1;1;0;1;0
Calle de Orense Tetuán;28020;40.45053;-3.6950674;990000;2023-06-15;3;3;188;8;1;1;1;0;0;0;0
Calle del Río Ulla Ciudad Lineal;28017;40.432796;-3.6416545;324000;2023-04-04;3;2;156;9;1;1;1;1;1;1;0
Villaverde;28041;40.353397;-3.6897807;299999;2023-06-26;3;2;100;10;1;1;1;1;0;1;0
Calle de Lagasca Barrio de Salamanca;28001;40.428364;-3.6850512;1590000;2023-02-13;2;3;146;7;0;1;1;0;0;0;0
C. de Tablada Tetuán;28039;40.460762;-3.702984;199000;2023-07-12;2;1;59;3;0;0;1;0;0;0;0
Plaza de Manolete Tetuán;28020;40.454346;-3.6917098;960000;2022-12-02;5;3;205;9;1;0;1;0;1;1;0
San Blas;28037;40.428814;-3.624263;168000;2023-07-06;2;1;48;8;1;1;1;0;0;0;0
Retiro;28009;40.41549;-3.677257;475000;2023-07-05;3;1;88;8;1;0;1;0;0;0;0
Puente de Vallecas;28018;40.38379;-3.6524627;172500;2023-07-05;3;2;108;6;0;1;1;0;0;0;0
Tetuán;28020;40.46348;-3.692089;457000;2023-07-04;3;1;131;6;0;0;1;0;0;1;0
Ciudad Lineal;28027;40.44143;-3.6434991;175000;2023-06-30;2;1;57;8;0;0;1;0;0;1;0
Calle de la del Soto del Parral Villaverde;28041;40.357475;-3.6967695;177000;2023-06-29;3;1;70;10;1;1;1;0;0;1;0
Del Divino Redentor Tetuán;28029;40.467545;-3.7012258;335000;2023-06-13;2;1;84;9;1;1;0;0;0;1;0
Real Madrid Carabanchel;28025;40.375954;-3.7406058;126900;2023-06-22;2;1;61;9;0;1;1;0;0;0;0
Chamberí;28015;40.43781;-3.707851;597000;2023-05-04;3;1;97;10;1;1;1;0;0;1;0
Ampelido Latina;28011;40.40578;-3.7346542;360000;2023-05-09;2;2;90;6;0;1;1;0;0;0;0
Centro;28004;40.421005;-3.7023387;1210000;2023-05-01;3;3;180;9;1;1;1;0;0;0;1
Calle del Estrecho de Gibraltar 25 Ciudad Lineal;28027;40.43709;-3.64101;401000;2023-04-04;3;2;87;6;0;0;0;0;0;0;0
Calle Albalá San Blas;28037;40.436268;-3.618536;359000;2023-03-21;3;2;103;6;1;1;1;0;0;1;0
Chamberí;28010;40.428837;-3.6951556;1750000;2023-03-20;3;5;243;11;1;1;1;0;0;1;0
Calle de Mira el Río Alta Centro;28005;40.40868;-3.7092566;640000;2022-11-06;4;3;197;6;0;1;1;0;1;1;0
Calle de Sierra del Castillo Puente de Vallecas;28053;40.39324;-3.6687696;109000;2023-07-10;2;1;49;7;0;1;1;0;0;0;0
Chamberí;28003;40.43739;-3.69743;1350000;2023-06-28;7;2;238;0;1;0;1;0;1;1;0
Ciudad Lineal;28033;40.47047;-3.6665761;298000;2023-06-16;1;1;53;9;1;1;1;0;0;0;1
Latina;28024;40.38176;-3.781692;145000;2023-07-04;2;1;65;11;1;0;1;0;0;1;0
Castellana Tetuán;28046;40.46265;-3.6899736;1550000;2023-05-16;5;3;225;0;1;1;1;0;0;1;0
Calle de Alcalá Barrio de Salamanca;28009;40.42558;-3.6732864;1250000;2023-07-04;4;3;182;11;1;1;1;0;1;1;0
Calle de Miguel Solas Villaverde;28021;40.35205;-3.6787424;147000;2023-06-30;3;1;80;6;1;1;1;0;0;1;0
Alcala Barrio de Salamanca;28009;40.42552;-3.6733098;1750000;2023-06-22;3;3;190;9;1;1;1;0;0;0;0
General Diaz Porlier Barrio de Salamanca;28001;40.43348;-3.676341;610000;2023-06-23;3;2;98;7;1;0;1;0;0;1;0
Villaverde;28021;40.342537;-3.6740115;309000;2023-06-23;3;3;152;9;1;1;1;0;0;1;0
Centro;28012;40.408756;-3.694274;729000;2023-06-16;2;2;106;7;1;1;1;0;1;0;0
Caracas Chamberí;28010;40.429703;-3.694886;460000;2023-06-02;1;1;60;0;1;0;1;0;0;1;0
Fuencarral - El Pardo;28034;40.49869;-3.709768;850000;2023-07-12;4;4;200;9;1;1;1;0;0;0;0
San Luis Ciudad Lineal;28033;40.477066;-3.6706727;679000;2023-03-09;4;3;155;13;0;0;1;0;0;1;0
Calle San Juan de Ortega Fuencarral - El Pardo;28050;40.505054;-3.675292;548000;2023-07-12;3;2;127;0;1;1;1;0;1;1;1
Barrio de Salamanca;28001;40.422432;-3.6909595;1290000;2023-06-07;2;2;112;12;1;1;1;0;0;0;0
Bernardino de Pantorba Villa de Vallecas;28051;40.36639;-3.6023126;335000;2023-07-10;3;2;153;6;1;0;0;0;0;0;0
Calle de Santiago de Compostela Fuencarral - El Pardo;28034;40.484413;-3.700307;415000;2023-07-04;4;2;131;7;1;1;1;0;0;0;0
Calle de Ginzo de Limia Fuencarral - El Pardo;28034;40.484734;-3.7090247;515000;2023-07-03;4;3;146;7;1;0;1;1;0;0;0
Chamberí;28003;40.43989;-3.6989577;790000;2023-06-22;2;2;130;0;1;1;1;0;1;0;0
Calle Esteban Collantes 50 Ciudad Lineal;28017;40.432518;-3.6379457;140800;2023-06-16;3;1;70;10;0;0;0;0;0;0;0
Chamartín;28002;40.44424;-3.6692288;580000;2023-06-17;3;2;103;9;1;1;1;0;0;0;0
Calle del Fomento Centro;28013;40.420918;-3.7101543;199000;2023-06-09;2;1;39;7;0;0;0;0;0;0;0
Calle Via Limite 69 Tetuán;28029;40.473495;-3.692675;350000;2023-05-14;2;1;95;0;1;0;0;0;0;0;0
Calle del Collado de la Mina Fuencarral - El Pardo;28035;40.49042;-3.7178776;385000;2023-04-21;2;1;77;8;1;1;0;0;0;0;0
San Blas;28022;40.44775;-3.6052299;270000;2023-04-10;3;2;124;3;1;1;1;0;1;1;0
De Santiago Cordero 16 Tetuán;28029;40.46796;-3.7012;220000;2023-04-04;3;2;96;0;0;1;1;0;0;0;0
Centro;28013;40.42104;-3.7009888;365000;2023-07-11;1;1;57;7;1;1;1;0;1;0;0
Centro;28004;40.425064;-3.697467;959000;2023-05-05;3;3;119;7;1;1;1;0;1;0;0
Moncloa - Aravaca;28035;40.468014;-3.725874;600000;2023-07-11;2;2;156;0;0;1;1;0;0;1;0
Calle de Rafael Villa Moncloa - Aravaca;28023;40.47075;-3.8228278;585000;2023-07-10;5;3;175;0;0;0;1;0;0;1;0
Ligonde Fuencarral - El Pardo;28050;40.51121;-3.6685445;460000;2023-07-08;3;2;140;6;1;1;0;0;1;0;0
Latina;28044;40.384113;-3.779056;164000;2023-06-14;2;1;64;9;1;0;1;0;1;0;0
Fuencarral - El Pardo;28029;40.478287;-3.7067764;279000;2023-06-22;3;2;71;8;1;0;1;0;0;1;0
Chamberí;28010;40.42784;-3.6911972;1590000;2023-07-03;0;0;215;10;1;1;1;0;0;0;0
Jose de Cadalso Latina;28044;40.380974;-3.7728171;183900;2023-07-03;3;1;72;6;1;0;1;0;0;0;0
Barrio de Salamanca;28006;40.430626;-3.674223;270000;2023-06-19;1;1;44;9;1;1;1;0;0;0;0
Maestro Serrano 51 Esc. G Pl. 3 Pta. 320 Moncloa - Aravaca;28040;40.46367;-3.74922;123000;2023-07-11;3;1;102;0;0;0;0;0;0;0;0
Moncloa - Aravaca;28023;40.45782;-3.7857764;265000;2023-06-12;3;1;74;3;0;1;0;0;0;0;0
Calle José Maurelo Latina;28047;40.391525;-3.7459545;132900;2023-06-30;2;1;51;6;1;0;1;0;0;0;0
Calle Donoso Cortés Chamberí;28015;40.436386;-3.7105112;375000;2023-06-26;3;1;56;10;1;0;0;0;0;0;0
Carabanchel;28044;40.365772;-3.7547383;210000;2023-06-15;1;1;69;6;1;0;1;0;0;0;0
Tetuán;28039;40.468323;-3.6908042;390000;2023-06-22;2;2;79;7;1;1;1;0;0;0;0
Chamberí;28010;40.43083;-3.6950967;2390000;2023-05-28;3;4;221;9;1;1;0;0;0;0;0
Chamartín;28036;40.463303;-3.683799;2200000;2023-06-06;4;5;276;11;1;1;1;0;0;0;0
Retiro;28007;40.406292;-3.6713119;330000;2023-06-22;2;1;52;7;1;1;1;0;0;0;0
Retiro;28007;40.407898;-3.6733465;525000;2023-06-22;3;2;119;9;1;0;1;0;0;0;0
Tetuán;28039;40.456455;-3.7080345;300000;2023-06-22;2;2;70;7;1;1;1;0;0;0;0
Carretera Fuencarral a Alcobendas Fuencarral - El Pardo;28108;40.515724;-3.6716185;295000;2023-06-20;2;3;110;6;1;0;1;0;0;0;0
Retiro;28009;40.422283;-3.6751058;1650000;2023-06-12;3;3;292;8;1;0;1;0;0;1;0
Fuencarral - El Pardo;28050;40.503773;-3.6790988;480000;2023-06-14;3;2;120;0;1;1;1;0;0;1;0
Chamartín;28036;40.472927;-3.67738;875000;2023-07-05;4;3;147;15;1;1;1;0;0;0;0
Santa Julia 46 Puente de Vallecas;28053;40.393707;-3.6667347;225000;2023-07-12;1;2;70;8;1;1;1;0;1;1;0
Angel Gordillo Ciudad Lineal;28033;40.463844;-3.6655138;350000;2023-07-11;3;1;96;6;0;1;1;0;0;1;0
Centro;28012;40.40602;-3.7003732;175000;2023-06-20;1;1;42;8;0;1;1;0;0;0;0
Retiro;28014;40.417404;-3.6915812;580000;2023-07-03;1;1;70;11;1;1;1;0;0;0;0
Camino de Valderribas Puente de Vallecas;28038;40.40039;-3.6640277;199000;2023-06-28;3;1;80;7;0;1;1;0;0;1;0
Calle Marquesa de Argüeso Carabanchel;28019;40.3911;-3.724191;260000;2023-06-28;3;2;126;9;0;0;1;0;0;1;0
Calle Marquesa de Argüeso Carabanchel;28019;40.391357;-3.7240534;260000;2023-06-28;3;2;126;9;0;0;1;0;0;1;0
Embajadores Arganzuela;28045;40.399338;-3.696804;415000;2023-05-30;4;2;110;0;1;0;0;0;0;0;0
Calle de la Oca Carabanchel;28025;40.387955;-3.7433388;198000;2023-06-16;3;2;75;8;0;0;1;0;0;1;0
Barrio de Salamanca;28006;40.430058;-3.6712651;1100000;2023-06-11;3;3;185;8;1;1;1;0;0;0;0
Campo Calatrava Fuencarral - El Pardo;28034;40.500507;-3.691988;320000;2023-05-29;2;1;76;0;1;1;1;0;0;0;1
Riojanos Puente de Vallecas;28018;40.38715;-3.6420715;178000;2023-05-17;3;2;100;12;1;0;0;0;0;1;0
Barrio de Salamanca;28000;40.431854;-3.680486;1100000;2023-05-24;0;2;133;7;1;1;1;0;0;1;0
Calle General Oraá Barrio de Salamanca;28006;40.435745;-3.676592;900000;2023-03-09;4;2;143;10;0;1;1;0;0;0;0
Chamartín;28016;40.454586;-3.6797936;740000;2023-07-10;2;2;126;10;1;0;0;0;1;1;0
Avenida de Concha Espina Chamartín;28016;40.45202;-3.6839378;980000;2022-11-28;3;2;141;6;1;1;0;1;0;0;0
Barrio de Salamanca;28028;40.438446;-3.6742935;450000;2022-02-25;2;2;90;3;1;1;1;1;0;0;0
Tomás Meabe Carabanchel;28019;40.395363;-3.7148867;208000;2023-07-10;2;1;75;9;1;0;0;0;0;0;0
Barrio de Salamanca;28006;40.4322;-3.6757257;849000;2023-07-10;2;2;83;11;1;1;1;0;0;0;0
Barrio de Salamanca;28006;40.430782;-3.6773124;750000;2023-07-05;2;3;92;6;1;1;1;0;0;0;0
Barrio de Salamanca;28028;40.431602;-3.6668832;590000;2023-06-17;4;2;132;10;1;1;1;0;0;0;0
Oporto Carabanchel;28019;40.386425;-3.7280977;143000;2023-07-12;2;1;63;6;0;0;0;0;0;0;0
De Tembleque Latina;28024;40.39458;-3.7631907;132000;2023-06-15;3;1;65;10;0;0;0;0;0;1;0
Villaverde;28021;40.35351;-3.6902177;148250;2023-06-26;3;1;80;8;0;1;1;0;0;1;0
Retiro;28009;40.4171;-3.6741111;650000;2023-06-21;5;2;138;7;1;0;1;0;0;0;0
Retiro;28009;40.417698;-3.6769862;1090000;2023-07-11;2;2;120;9;1;1;1;0;0;0;0
San Pablo Latina;28044;40.37444;-3.7648432;204900;2023-05-22;3;2;94;7;1;0;1;0;0;1;0
Calle de la Sombra Carabanchel;28025;40.379723;-3.7404277;209990;2023-07-07;2;2;90;7;1;0;0;0;0;1;0
Carabanchel;28025;40.3825;-3.7285016;300000;2023-06-25;4;2;106;6;1;1;1;0;0;0;0
Soldado José María Rey Carabanchel;28019;40.39597;-3.7344;137000;2023-07-07;2;1;60;6;0;0;0;0;0;1;0
Cl Sierra del Brezo12 Pl:2 Pt:a Madrid (madrid) Villa de Vallecas;28031;40.372135;-3.6195223;169000;2023-07-02;2;2;94;7;1;0;1;0;0;0;0
Ciudad Lineal;28027;40.434525;-3.6560998;345000;2023-06-29;4;1;100;10;1;0;1;0;0;0;0
Retiro;28009;40.415047;-3.6711614;990000;2023-06-12;3;2;146;11;1;1;1;0;0;0;0
Sahara Villaverde;28041;40.355587;-3.6927793;116000;2023-06-20;2;1;59;8;1;1;1;0;0;0;0
Calle de Juan Bravo Barrio de Salamanca;28006;40.43257;-3.682765;1800000;2023-07-12;3;3;164;0;1;1;1;0;1;0;0
De la Batalla del Salado Arganzuela;28045;40.401417;-3.7052772;345000;2023-06-29;3;1;71;6;1;1;1;0;0;0;0
Barrio de Salamanca;28006;40.434723;-3.6880863;1400000;2023-06-23;3;4;125;0;1;1;1;0;0;1;0
Calle Pico Mulhacén 16 Puente de Vallecas;28038;40.401;-3.66394;92000;2023-06-28;3;1;51;3;0;0;0;0;0;0;0
Calle de Rocafort Villaverde;28021;40.34168;-3.6881285;127000;2023-06-06;3;1;67;8;1;1;1;0;0;0;0
Arroyo Bueno Villaverde;28021;40.34847;-3.7017734;207670;2023-07-10;1;1;52;10;1;0;0;0;0;1;0
Calle de Dulce Chacón Hortaleza;28050;40.485126;-3.6679113;530000;2023-07-12;2;2;128;0;1;1;1;0;0;0;1
Calle de Palencia Tetuán;28020;40.44987;-3.7012494;330000;2023-06-04;4;2;130;0;0;1;1;0;0;0;0
Chamartín;28002;40.442116;-3.680677;2050000;2023-06-16;4;4;309;0;1;0;1;0;1;1;0
Bolonia Barrio de Salamanca;28028;40.439095;-3.664856;388531;2023-07-12;4;2;94;6;1;0;0;0;0;0;0
Alcocer Villaverde;28021;40.349983;-3.6980853;194465;2023-07-10;3;2;103;7;1;0;0;0;0;1;0
Latina;28024;40.384068;-3.777913;119000;2023-06-10;1;1;41;0;1;1;1;0;0;0;0
Vital Aza Ciudad Lineal;28017;40.430874;-3.6444442;277737;2023-07-09;3;2;82;3;1;0;0;0;0;0;0
De las Delicias Arganzuela;28045;40.396282;-3.6947165;224200;2023-07-11;1;1;49;6;1;0;0;0;0;0;0
Santa Maria de la Cabeza Arganzuela;28045;40.399323;-3.7010117;330030;2023-07-09;3;1;78;11;1;0;0;0;0;0;0
Castillo de Manzanares San Blas;28037;40.427734;-3.6267745;117867;2023-07-11;2;1;46;6;1;0;0;0;0;0;0
Barrio de Salamanca;28006;40.435043;-3.6772292;1090000;2023-05-30;3;2;143;7;1;1;1;0;0;1;0
Plaza de Andrés Arteaga Usera;28026;40.388885;-3.706596;550000;2023-05-27;4;2;140;5;0;1;1;0;1;1;0
Fuencarral - El Pardo;28034;40.478996;-3.7225294;373000;2023-07-07;4;2;130;14;1;0;1;0;0;1;0
